sentence	level
警察组成这样一个部门的一群人，他们被专门训练来掌握执行法律和防止并侦破犯罪行为的方法，被授予维护一个社区的和平、安全和秩序的职权	7
发表这个声明只是为了提高他个人的威信。	6
人口在不断增长中。	3
近来各方面都有所改进。	3
一部十分深奥的小说	7
水正从管子里喷出来。	5
我们今年有很大亏损。	5
这消息使他们大为吃惊。	4
作为居住场所，这个岛似乎为他提供了人们所想望的一切——除了谋生的条件之外。	6
小偷在阴暗处躲着。	5
在这个问题上公众的意见已两极分化.	3
他把档案翻了一遍，最后才找到图纸。	6
所以真珠质的厚度就像脸上化妆品，不久就会磨薄了。	7
前天我见过他，但后来再没见过他。	2
他穿着制服十分精神。	3
他勇敢地忍受着困苦。	5
医生定期到这家进行拜访，检查婴儿有没有问题。	7
他们为所发生的事进行了辩解.	4
我总得想个办法完成任务。	3
他举了具体的例子才把论点讲透彻。	4
他对未来感到悲观。	5
一个人应该为世界和平事业尽最大努力。	3
数据库中包含有某个实体信息的字段。	5
他忍受对自己人品的攻击而不发火，表现出巨大的自我控制能力。	6
这个新兴的国家需要有现代头脑之统治者。	4
这项专利期限为3年。	4
他对被诬告愤愤不平。	6
我用业余爱好来消除工作中产生的紧张情绪。	6
你不应相信任何陌生人。	7
对他来说，生活似乎已失去了一切乐趣。	4
他被疑惑所困扰。	7
箱子里装满了衣裳。	3
真正的权力属于人民。	4
社会的组织日趋腐朽。	7
病人由于慢性病或残疾引起无能力的人	6
我们共计20人.	2
鹰在头顶上盘旋。	7
戴着皮护手套的摩托车手们正在等待比赛开始。	5
财政损失使他完蛋。	5
该党可能与工党重新组成新的联盟.	6
她痛苦地呻吟.	3
目前的市场相当萧条。	7
抗议者被警察拖走了。	6
被激发促动的状态	4
孩子们在游泳池里互相把对方按入水中。	5
出国前我必须进行体格检查。	3
价格仍然在急剧上涨。	5
我们的儿童是否受著空气中铅的毒害？	6
政府正在重新检讨形势。	4
我们正在迅速机械化.	6
说话要文明有礼!	2
他因粗心受到警告。	4
政府害怕罢工可能在其他行业产生连锁反应.	6
追求崇高的政治目标	6
我们应该依照规定行事。	4
这间办公室禁止吸烟。	4
政府已经禁止使用化学武器。	4
和睦，友好，友善国家间友好和平的关系；友谊	7
我们将按照历史上的先后顺序研究这些事件。	4
这使我们遇到种种困难。	4
为发展业务, 我们决定开一家分公司。	3
环保部门要求我们使用无烟煤。	5
他们热烈地欢迎主席。	4
我们曾请求法院调查。	3
我们必须提高产量满足需求。	3
生命活的有机物区别于死的有机物和无机物的特性和性质，主要表现在新陈代谢、生长发育、生殖、对刺激的反应、对环境的适应等有机体本身所固有的机能中	7
告诉你的朋友们你一天吃不了三大餐。""""我可不想使他们不高兴，最好还是入乡随俗-何况只有一周的时间。""	4
手臂和腿是人体的组成部分, 是构成完整的人体必不可少的.	7
不管你怎麽说（对我来说）都无所谓, 反正我不去.	4
就连你所能想到的最壮的人也不能光用手就将木头撕裂。	7
＂他记住了那一系列日期，但却忽略了与其有关的主要事实。＂	6
此时，他们两人，男人和他的妻子都赤身露体，但他们彼此相对，并不难为情。	7
她真心实意地在信上签了字, 没意识到其中另有含义.	5
预言者古罗马的预言者，尤指解释来自对鸟类的观察而得到的预兆的人	7
修车厂雇用琼斯做修理工，但发现他是冒牌货后，就把他解雇了。	7
先用尺在纸上划出方格，这样你就能把图精确地摹绘下来了。	6
店主给我们的分量不足: 应该10公斤我们只得到7.5公斤.	3
纳粹主义纳粹党的意识和实施，尤其是种族国家主义，国家扩张，政府控制经济的政策	7
布尔代数中的一种运算，它同时对两个二进制数字进行如下操作：如果一个数或二个数为1，则结果为1；如果二个数均为零，则结果为零。它的逻辑算符是OR运算符。	5
“早上好。”我说，但他并没有回答我的问候。	3
自从我上次离开这里以来，这小城已经变得认不出来了。	3
我肯定是在这里的什麽地方--没错!	5
这件衣服是纯羊毛的，还是羊毛与尼龙混纺的 ？	7
｀你来吗?＇｀我很乐意!＇	2
我一想到要对这样的听众讲话，就有些胆小。	5
我很走运，在最后几场马赛中，接二连三地赌赢了。	6
我妻子如往日一般身着盛装从楼上走了下来。	6
在我看来, 凡是留须的人模样都很像.	6
她掐了他（胳膊）一下, 把他叫醒.	7
她听到这一悲惨消息, 脸都白了.	6
那问题我向他解释多次, 他似无所悟.	6
由于他打死了不少狼，他享有模范猎手的称号。	7
他们不仅抢夺你的财物，还要把每样东西都捣毁。	7
他那些模糊的想法变成了一个明确的计划.	5
这幅画表现了牛在溪边饮水的迷人的田园风光。	7
查尔斯的新工作要求不能提早下班，他下班必须打卡。	7
先知先觉的人们自称在某个领域受过特别启示的人	5
我得同委托人商量後才能接受你的建议.	5
这只巨大的军舰被一枚自动寻的导弹击中。	7
一个管理人员要想改善管理的话，就必须学点经济学。	3
屡次侵占我的闲暇时间, 我很反感.	7
她追问那小孩让其说出把包放到了何处。	3
在重要的节日, 人们把国旗悬挂在门外。	6
这个户头为你提供了一个现成的收入来源.	4
高明的律师也许能找到回避那一条款的办法.	5
那位记者发来了一篇描写极地生活的艰苦的文章。	5
（纬度）低的纬度接近赤道的，或与之有关的	7
党的领导人的各种观点已统一为一致的政策.	6
父亲想到乡下去，可是孩子们吵着要去海滨。	7
这个节目给普通观众提供了一个发表意见的机会.	4
新的新闻审查法目的在於剥夺新闻界的言论自由。	7
许多著名的人物都曾在挫折中奋争拼搏过。	7
如果我乘船旅行，我们可以欣赏泰晤士河沿岸的动人景色。	7
他似乎比较像一个军官，而不像一个商业行政主管。	5
寓言一种通常短小的故事，用来表示启发或谨慎的观点，常利用说话或有人的行为的动物为角色	7
那孩子见他妈妈当着同学们的面亲亲热热、婆婆妈妈的对待他，感到害臊，不知如何是好。	7
这是我所听到过的最动人的记实性广播节目之一；一则反映现实生活的优秀作品。	4
他粗糙的双手，被太阳哂得发黑的健壮四肢，均表明他十分辛勤，非常耐劳。	7
心理分析由西格蒙德·弗洛伊德创立的一套精神治疗的方法，用自由联系、对梦的阐释和对抵抗和移情的分析来研究被压抑或无意识的冲动、焦虑和内心冲突	7
他一口气喝完了那一大杯。	2
我绝没想到会在这里遇见你。	4
这里一连好几天都是雨天。	3
我有一件红色的华达呢上衣。	3
我昨晚喝了一小瓶白兰地。	7
我没有心思跟你争论.	3
夏威夷群岛是美国的属地吗？	7
两国首相昨天在日内瓦会晤。	7
他是大学足球代表队的球员。	3
游泳后，她用毛巾擦干身子。	4
她是一位年仅二十岁的教师。	3
我预计我会在周日回来的。	3
这本书可能有用，只是相当贵。	2
我想在十字路口下车可不准。	2
他是四月份搬进这所房子的。	3
在北半球，春季是三月和四月。	4
那里就是他度过大半生的地方。	2
新来的上司是个大坏蛋!	2
帮我洗洗这些锅碗瓢盆好吗？	5
我的工钱不够买一辆汽车。	2
他太小气，不肯请我们吃饭。	5
她很厌烦那些没完没了的嘈杂声。	5
拥有房地产要有很大的开销。	5
那儿有很多喂牛的饲料。	7
他们瓜分了赢得的钱.	4
他在纸上划了一条斜线。	5
他一再挥棍向我打来.	7
你这个该死的大笨蛋!	4
暴风给成千上万的人带来灾难。	6
他有才干能在本行业中首屈一指。	7
他掏出一叠用旧了的纸币。	7
她的美貌倾倒了很多男青年。	6
现代化的都市里遍地是高楼大厦。	7
这伤口能留下疤痕吗?	7
他是该计画的构想者。	4
云杉和松树都是常绿树木。	4
桌上有两只苹果和一只橘子。	7
她沉住气没发脾气，这是值得称赞的。	5
她最新的一套唱片是她的最佳单曲唱片的汇集.	6
这个动词可以用进行式吗？	3
他吃了整整一听炖肉.	7
他们把火车的车厢连接好。	7
那家制鞋厂商有几家代销店。	4
她是活的医学教科书.	2
那是一个宁静、明媚的早晨。	7
他偷偷瞥了她一眼.	5
约翰拥有一部轿车，我也有。	7
我觉得这个城镇太闭塞.	6
她的腰围是26英寸.	4
她遗留给你500英镑.	7
他用小提琴演奏了一首曲子。	6
亲眼看见这一派兴旺繁荣景象的穷人们也开始想沾光发财了。	7
有咖喱的菜配米饭最妙.	6
这建筑物的外观很不起眼.	5
船在汹涌的海上颠簸.	7
煤和铁都是矿物.	5
选择权已不在他们手中了。	4
他的双腿很疲乏，但心情舒畅。	7
青蛙和蝾螈都是两栖动物.	7
厨房的面积是12平方米.	5
骨粉和硝酸盐是普通的肥料。	6
总的来说，合资企业比国有企业更吸引我。	4
这库房的容量是400立方英尺。	5
窗帘在敞开的窗户前摆动。	7
你较喜欢油煎香肠吗?	7
例如,伦敦是英国的首都。	7
靠毅力这跛童学会了游泳。	7
我喜欢唱‘山楂树’这首歌。	3
该公司的股票已经贬值.	7
那些小男孩儿巴不得让那欺负人的坏蛋也尝点苦头.	6
他知道他们正忙着收庄稼，他不妨和他们－块儿去干。	7
我向你们保证那是真事, 以免有人觉得奇怪.	4
我伯伯威廉上周去世了，他享年９０岁奋斗一辈子了。	7
那只鸟飞了过去, 翅膀发出呼呼的声音.	7
这大门是从里面闩上的。	1
最近有关离婚的电视剧太多了。	3
那两个国家再次终止了交往。	3
她一化妆就是几个小时.	7
我们在院子里种了一些榆树。	3
在雷雨期间不要站在树下。	4
我们听到猫的喵喵叫声。	2
哪个科目对你来说最有趣？	4
现在只有出现奇迹她才能得救。	7
我确信某一天他会成功的。	3
这个故事有一个美满的结局。	4
他在脑中权衡着这些想法。	6
不用说，夏日的傍晚是多么美。	6
这轮胎太硬，要减少一点压力。	7
敌人从四面八方（向我们）逼近.	6
他把石头拿在手上掂了掂。	3
他们标明每艘船的新位置。	7
玛丽和我热切盼望晚会的举行。	6
要用功，那么你才会考及格。	3
我把汽车彻底检修了一遍。	4
一颗子弹从他头顶上呼啸而过。	7
他生前做的好事将永留人世。	3
游完泳后你愿意放松一下吗？	4
这本书的作者是一个退休上校，他过去常参与策划间谍活动。	7
最好是不服用药物自然入睡。	2
这些优异的成绩给我们全体工作人员带来了莫大的光荣.	7
不同种族混合的由不同性别，种族或社会阶层组成的人和	6
你（如果）不付款，他们就要断电。	5
我们的旅程（後来）一路平安.	3
原始社会的结构并不一定就是简单的。	4
暴雨中出现了好多次闪电。	6
由于各种原因，我不愿见他。	3
这演说很动听，可是没什么内容。	3
小汽车的前面有一个凹痕.	7
寒霜冻死了我们的几株幼苗。	7
她从指甲里剔掉污垢.	7
这种建筑风格让我感到很压抑。	7
手艺人熟练使用某种手艺的人	3
店主收到了对损坏的赔偿。	5
大炮的射击毁了这座城市。	6
尽管遭受干旱，还是获得了好收成。	7
他们的友谊跟以往一样亲密。	5
他们生活在一起十分融洽.	7
当他们的祖父去世时，巨大的悲伤笼罩了他们的生活。	7
那王子骑著乳白色的马.	6
他打开窗户，放出污浊的空气。	7
我厌恶一切矫揉造作的行为.	7
你一共欠我68.03英镑.	7
他把刀子当杠杆用.	7
你爱下棋[打乒乓球]吗？	7
你们选定结婚日期了吗?	3
这本书是原始民族神话集。	3
这些建议已向我们作了传达，既简明扼要，又很有说服力。	4
他非但不用功，反而到处鬼混。	6
奴役与自由是对立的.	7
法庭的判决对他有利.	3
他主持修建这座桥的建筑工程。	5
他答应星期五之前完成这项工作。	4
该岛毁在旅游业上了.	6
她循循善诱地劝他改掉坏脾气。	7
全镇沉浸在节日的气氛之中。	7
群众纷纷向演讲人扔臭鸡蛋。	5
她渴望摆脱母亲的操纵.	6
市长在学校运动会上颁发奖品.	7
办公室的面积是35平方米.	3
全城沉浸在节日的气氛中。	7
偏度偏差；一特定数量的偏差	6
他详细列出全部被盗的财物。	6
他正考虑从委员会中辞职。	5
汽车的声音消失在远方.	3
他讲起话来辞藻过于华丽。	7
玫瑰是遍生于世界各地的植物。	7
警察查获了大量的非法毒品。	5
我们都向女王鞠躬致敬.	7
因空气干燥皮子都皱了。	7
通往成功的唯一途径是努力奋斗。	6
孩子们表演完后，大人们鼓掌。	5
排演话剧的过程很复杂.	3
如果你作弊，考试及格也没什么价值。	7
部队从沦陷的城市安全撤出。	6
她很善於总结情况.	3
喷气式飞机正要起飞时出了事故。	5
政府会拨款资助美术事业吗？	6
据说总统已经秘密逃往边境了。	5
属一群拥有共同祖先和明显特征的有机体，尤指属于同一物种的一群，通过人工选择来发展，通过有控制的繁殖来维持	6
经过五年的艰苦工作，他们完成了一套高质量的教材。该书分为六级，从小学4年级到初中3年级。	5
很快，飞船离开了地球，大家俯视着下面这颗燃烧着的星球。	7
如果最后你能够有所成就, 你的努力就不会白费。	3
东边地平线上的一道淡红光线使我知道天快要亮了。	4
她接待他时始终准确地把握好分寸，看似冷淡，却不失礼。	4
一份最近的民意调查表明，大多数人对不断增长的犯罪率表示忧虑。	6
兹寄上经过修订的商品目录和价目表。有些可能对贵方合适。	7
要写出好文章, 必须先从逻辑上理顺思绪.	6
以前用以保护上前去围攻的士兵的活动的屏面或盾牌	6
归纳法由特殊的事实或例子推理出的普遍性规律的过程	6
债，是由人自己装设、自己置饵、然后故意自投的陷阱。	7
共沸混合物两种或多种物质组成的液体混合物，当在某种压力下被蒸馏或局部汽化时，在气体状态下和在液体状态下保留相同的物质的成分	7
大家认为最好暂时放弃这个想法。	5
把那绳子再搓几下.	7
我们需要一个更为灵活的外交政策。	6
他坐在摇椅里前后摇晃着。	7
他们上了当, 以为我们还没有作好进攻准备.	6
电视上对这件事报道很少。	2
我们不能单凭猜测就谴责她。	7
这项答复未能使他完全满意。	4
校舍的屋顶上覆盖着积雪。	7
我们应该更好地利用现有设备。	3
我们吵架时她总是占上风.	3
母亲死后，我收到许多安慰信。	5
因为腮腺炎她接连卧床好几星期	7
那攀登者不得不紧扒着悬崖峭壁。	7
酒精对司机的影响很大.	3
信用咨询使我们免除了忧虑	6
这颗钻石在阳光下显得色彩斑斓。	7
一项事业需要我们毕生的奉献。	6
我对不公平地被解雇表示愤慨。	7
小学教育受地方政府的保护。	4
这首诗表现出强烈的激情。	4
我们设法寻找遮蔽暴风雨的地方。	7
被告还押候审一星期.	6
我们必须避免无谓的重复劳动.	5
客观情况迫使我们改变了计划.	4
她指导实习护士练习注射.	5
小说常被改编为舞台剧本。	4
大型电子工业公司研制出了电视, 但这有赖於贝尔德的实验为此指出了方向.	6
假设你有三个愿望, 这三个愿望都是什麽呢?	3
我的周末过得很无聊--只是在屋子里 转转或者看看电视.	4
可别让他谈起政治来, 要不然他一谈就得一个晚上.	4
有背腹性的象大多数叶子那样扁平而有鲜明的上下表面的	7
她先表明她非常喜欢这个, 然後批评我方法不当.	3
这种胡乱猜测甚嚣尘上, 已经到了必须立即解决的程度了.	7
这位部长在她的讲话中表示不同意对现行法律作任何更改。	4
他批评以前的同事, 并非出於气愤而是为他惋惜.	7
不努力是考不及格的, 因此不要欺骗自己（以为可以及格）.	6
醉的，陶醉的因（仿佛）喝酒类饮料而兴奋或木然的；醉的	7
把粉末洒在土里，让牛走过时把它们都踩进地里去。	6
我们为之奋斗的最可贵的事物--世界和平--已指日可待.	4
资方准备谈判工资问题，并且充分利用谈判带给他们的机会，提出劳动生产率的问题。	5
组织秘书发给本党党员的通知在立法机构中传达给政党成员的一个在特定时间保证其出勤率的通知	6
他嘱咐这人说：“你可以随意采食园中任何树上之果实，惟独那能辨善恶之知识树果子你不能吃。你吃它之时，你就会死去！”	7
他的一条腿跛了，走路借助于拐杖。	7
他提出这种要求，只能说是正当的。	3
一些新闻记者日夜在他门口纠缠不走。	7
一只碗，一双筷子就是他的全部家产。	3
有个名叫弗雷德的陌生人来找我.	7
汤姆是次子--他有一个哥哥.	7
那囚犯从墙上的缺口处逃走了.	7
电影院不远, 你可以走到那去。	2
一天黄昏时，他走到野外去舒散身心，抬头看见有一个骆驼队向他走来。	6
别人回家后，他仍在学校外面徘徊。	7
一个侍者给他端来一杯稀咖啡。	7
这两块木头已用金属丝捆在一起了。	7
他用一块沾油的抹布擦干净汽车。	7
士兵们装备好了武器和弹药.	5
据预报说今天的空气湿度是百分之六十。	4
朦胧中她只看见树木的轮廓.	7
代我向玛丽、约翰，尤其向爷爷问好。	5
设备必须从公司认可的供应商那里购买。	4
把你们的学习室收拾一下，孩子们，""妈妈说，""你们把所有的书都弄得乱七八糟的了。""	5
你隔多久就在外面吃一次饭？	4
他躺在铺上，身上盖了一大堆毯子。	7
钓鱼的人渡水到河中央去了.	7
我除了要通过考试之外，没有别的心愿。	4
你不可因一个人贫穷而轻视他。	6
这幅画在他的收藏品中最为珍贵	6
这个月的数字已包含在总数之内。	4
她 的新书论述残疾人的问题.	6
他们甚至没有试图去阻止他得到它。	4
这种所谓的大减价不过是个骗局!	5
他的行李刚一装上车，吉普车就开走了。	6
把这油和漆搀在一起，好好搅拌。	7
你如果老是这样下去，早晚要倒霉的。	7
我把那旧家具统统扔掉了，真是谢天谢地！	5
国王是一个王国中最重要的人物。	2
这份报告我只来得及浏览了一遍.	7
这不是原作，它只不过是廉价的复制品。	7
有些食物的吸收比另一些更容易。	4
你最好不要碰这些衣服，好避免传染病。	5
狗吠声有特色地低沉的、粗哑的狗叫	7
他草率地回答了一声｀不!＇	4
是另一个男子使她怀孕的.	7
天空和大海构成了一幅和谐的画面。	6
这些盘子是用一种塑料制造的.	4
民间音乐是一代一代地流传下来的。	3
你有这样一位通情达理的父亲，真是幸运。	3
在运输中要允许有百分之五的损耗量.	6
只需一笔贷款就能帮我摆脱困境。	5
他们对她的外表横加粗暴的评论。	6
黄铜是由铜和锌熔合制成的。	6
你不应该硬是反对各种进步形式.	5
公车是如此拥挤，我被挤得动弹不得。	5
吴阿姨要我们静一些，随后拧开了电视。	7
公众的利益高於个人的利益.	4
在足够的证据面前，这个罪犯屈服了。	7
他们的产品总是包装得非常精美.	3
学术界人士有学术观点或学术背景的人	4
他们在经济危机时遭受了巨大的损失。	6
怪念头奇怪的、奇异的或顽固的想法	6
声波是根据其振幅来测量的.	6
对学生而言, 这并不公平。	3
这边缘必须切割到0.02毫米的精密度。	7
医生逐个检查，看孩子们是否患近视眼。	6
警察因麦克超速行驶而将他拦下，但警告了他一下就将他放了。	7
那天早些时候迫使敌人放弃给我军的阵地现在需要布置起来，对付那必然的反攻。	6
由于进行大扫除，屋里的一切弄得乱七八糟。	5
她感到头皮上被扎了一下.	6
把那棵植物（在水里）浸泡几分钟.	7
切割部分从主体上切割下来的部分	7
他人极聪明，毫无诚意的花言巧语骗不了他。	5
人人都爱听夸奖自己容貌的话.	7
他斜坡滑雪的技能使我们赞叹不已.	6
无表决权的股票与有投票地位同等。	6
大学研究生班大学里为研究生和高年级的本科生设的以研讨方式进行的研究班	4
一旦你养成了一个坏习惯，绝不容易改正。	5
那话剧演了两个星期就停演了.	3
他妻子做了一些南瓜馅饼作晚餐。	7
老教授主持了一次理论物理学家的研讨会。	4
我们不能冒（失掉全部钱的）风险.	3
把生命系统的功能、特征、现象和计算机硬件系统的开发相联系的一种计算机技术分支。	5
我队要求暂停，以便商讨新的对策。	6
他因遭蛇咬而被送到医院治疗。	6
部队恰恰在这时准备开进城去.	6
咱们努力收拾这个混乱的局面吧.	6
酷热使建筑物上的油漆起了浮泡。	7
他居然还活著使她感到惊异.	6
她的皮肤仍然十分柔软、 光滑.	7
大部分印第安人生活在联邦政府建立的保留地上。	7
你可以使用联机打印机把数据打印出来。	3
向后转转向反面，如在政策上；大转变	6
恶毒女人被看作邪恶和诡诈的妇女	7
随着进口的增加, 需求已经减少。	4
假若便秘就应该多吃粗糙食物.	7
他们的工资勉强够维持生活的.	7
现今生活分成工作和闲暇两部分.	5
政府已经采取了措施以确保物价稳定。	4
下一段行程我们就要进山区了.	3
我监督工人把货物装上卡车.	6
公共汽车艰难地爬上陡峭的山岗.	7
道格培里：老爷，弗吉斯先生讲起话来总是有点缠夹不清；他年纪大了，老爷，……可是说句良心话，他是个老实不过的人。	7
今天大地在太阳光里向我营营哼鸣，象一个织着布的妇人，用一种已经被忘却的语言，哼着一些古代的歌曲。	7
他个头很大, 夹在我和窗户之间, 我看不见外边的东西了.	5
我们的全部电机都包换1年；如出现机械故障，任何有故障的零部件均由制造厂无偿更换。	6
合伙契约两个人或多个人签订的法律契约，每个人都同意为一个商业实体出一部分资金和劳力，从而每个人都可分享固定比例的一部分利润和承担固定比例的一部分损失	7
他赶回办公室，给王书记打了－个电话。	3
我的小狗一听到打雷就藏到床底下。	6
别都挤在一块儿, 分开坐吧.	5
我们将吃一点面包，剩下的留到早饭时吃。	5
她并不像人们说的那麽富有.	3
摩门教派是1830年在美国成立的一个宗教团体。	6
我用电话旁的一根铅笔记下了他的电话号码。	6
乌龙（茶）一种在干燥前局部发酵的中国红茶	7
修汽车前，你得用千斤顶把汽车抬起来。	5
他用冰凉的手捧起一杯滚热的巧克力饮料。	7
对不信上帝的人引用圣经的话是没用的。	6
过去这些年来，用蒸馏法制取淡水成本一直很高。	7
他急忙伸出手臂把她扶住，她才没有跌倒。	7
没想到（老实的）他居然在三天内犯了三次抢劫罪。	7
他用绳子打个圈，套在这头小公牛的角上。	7
这个地区淹了水，这是台风时经常发生的。	7
不要相信他的记忆力－－他有点神不守舍的。	5
简伸长脖子张望，在人群中找她的母亲。	7
经过一年辛苦工作之后，大家都能领略假期的乐趣。	6
两口子争得够呛，弄得咱们一晚上没眨眼皮。	7
整个晚上无可奈何地看他们的家庭电影真受罪!	6
连长说军队生活可以使新兵锻炼得更坚强。	5
这棵树向那边倒下就会把那所房子压坏。	4
我这次就原谅你,你可不许再犯错误。	6
回到原先状态在、到或向着从前的状态地	3
平民们在广场上集会反对他们的新市长。	3
对这些荒谬的指控我们是不甘受辱的.	7
他一向是不厌其烦地尝试各种播种农作物的方法。	5
这小孩子要表明对大人的憎恨就难免受罚。	5
不断增长的失业大军引起了这名经济学家的关注。	5
那个众人眼中的乞丐，其实是化了装的警察。	7
这次暴动可看作是政治上不稳定的征兆。	7
是什麽促使你推测出这样的结论?	4
把指明用于城镇建设的钱冻结起来的地方官	6
储备物资可用的储备物资，被一群人共同分享使用的	6
我们每星期工作五天, 每星期六和星期日休息。	3
地质学在此把人类历史的延续移交给考古学。	4
你在发动引擎时，一定要让汽车处于空档。	7
变迁，盛衰在人的一生中、活动中或者周围环境中会碰到的忽然或者想不到的变化或变迁	7
新法令授予警察可以在街上截停任何人的权利。	6
你应该签个合同使你任职合乎规定手续.	5
措词强烈的社论可以简单地归结为政党政治的纲领	6
除了14行诗和其他诗体之外，莎士比亚的形式感隐蔽起来了，不存在着威胁。不论这一看法多么不对，它确实使这位紧跟在莎士比亚后面浮现出来的诗人一时生产一种幻觉：他可能是有惊无险。	7
这本书将为读者展现经济思想的新远景。	3
如果今年做出较大努力，我们有可能达到这个指标。	3
用这个专门的挂钩把客车车厢挂上机车。	7
这个国家的经济在很大程度上依靠其旅游业。	4
咱们去参观一下这个地方，譬如说明天或是后天去。	7
这一发现为生物学家展示了新的研究前景.	4
敌人向山上冲锋，企图把我们的兵力摧毁掉。	7
这家公司必须克服对采用新技术的阻力.	4
许多妇女把她们的全部精力投入到职业中。	4
经过长时间调查后，撤消了对经理失职罪的指控，并免除了他对导致工厂烧毁的失火事故的责任。	6
她反复地给孩子们说，他们不可以独自横过马路。	6
我扣动了扳机，可是枪打不响，那鹿也就逃走了。	7
战争给无辜的人民带来的痛苦不是金钱可以补偿的。	7
我前来看你，是因为安德森先生说你对我们的工程很感兴趣。	5
很遗憾你的饼烘坏了，但不要紧，下次烘得好些。	7
桌上那包糖果对那孩子是个难以抗拒的诱惑.	7
残忍的行为与他的本性[与他]格格不入.	6
他行事专横, 我们大家都讨厌他这种作风.	6
获得物获得的东西，尤指一确定范畴或群体之外的	7
他昏迷了几天, 但现在又（完全）清醒了.	6
他的设想很好, 但实行起来却糟糕透顶.	5
附着的与同类的部分或组织粘着但不融合的	7
我们的厨师突然说要离去, 这使我们非常惊奇。	5
英国人引以自豪的传统之一是有获得公正审判的权利.	6
热天穿棉布之类有渗透性的材料制成的衣服最为适宜。	7
要不是因为下雨, 我们的假日一定过得很惬意.	2
角距离，是由一定点到两物体之间所量度的夹角。	5
当时若警方迟一些干预就会发生严重的暴力事件了。	6
这地方由原来的渔港发展成一个繁荣的旅游胜地.	7
画报的封面上印上美女不过是吸引顾客的一种生意眼。	4
男校和女校联合而组成了一所新的综合中学.	4
早年对军用火箭进行的实验为发展航天技术奠定了基础。	7
我们自己无法做这项工作, 所以要承包出去.	4
马克思主义认为世界存在于我们之外，而且独立于我们而存在。	4
一个银行经理在街上跳舞, 那是颇失身分的!	7
这部电影是先拍摄画面的, 音乐是後加上的.	5
他们跟她开玩笑, 把她往游泳池里浸了一下.	7
低音的与一相对少量的每秒钟音波周期相对应的低音的	6
他的几个朋友来了, 比如本、 卡罗尔、 麦克.	7
奇异风格，形状怪诞的图案一种自然的形式和奇异的图形以一种奇异或古怪的方式结合在一起的绘画雕塑和装饰风格	7
他穿了一身讲究的新衣服逛来逛去, 显得颇为惬意.	7
这首四重奏的曲子反映了现代音乐中一种主要的新趋向.	6
肥皂与教育并不像大屠杀般突如其来，但结果是更要命的。	7
日志，日记对于事件、经历及感想的有规律进行的私人记录；日志	5
由控制装置（群集控制器）和与它相连的终端组成的一种站。	6
我的事业干得不错，但仍有可贬低我的地方，我没有大学学历。	7
在最近的这次危机中，没有一家银行能帮助那些处于困境的公司渡过难关。	6
她用欺骗手法取得了理科教员的职位，她谎称曾在大学读过书。	7
她说什麽东西也没被偷, 那不过是掩饰罢了.	7
在这篇爱情背叛和复仇的故事中，表现了阴森可怖的想像力，真是刺激，棒极了。	7
这部影片分散了我的注意力, 让我暂时忘记了这些难题.	5
鼓舞使人的心灵或情感受到刺激而达到更高层次情感和行动的东西	6
计划原来就有错误, 再加上执行中的粗心大意就更糟了.	5
作用于心灵的，影响精神的作用于心灵或精神过程的。用于形容药品	6
全面的，全对称晶形的具有在给定的晶体系统中全面对称的全部平面的	7
等值用不同种货币以一个固定的官方交换汇率表示的一定货币的等量价值	4
默许的以无反应或不行动作为回应而接受或服从于某一行动的	4
向导把该地历史的老一套讲得滚瓜烂熟，但当你一问起别的东西时，他就瞠目结舌，无言以对了。	6
内集团一群因共同的信仰、态度和兴趣而集合在一起并明显排斥外人的小集团；小集团	7
这场抢劫统共经历了三分钟，因为这伙人争先恐后的爬进汽车，以使人难以置信的速度把汽车开跑了。	7
想到将要发生的事，她语音中充满了惊异。“我的态度是：事情发生了，设法应付，但避免正面冲突。”	6
假如他们在十年或十五年以前来到这我儿的话，他们就可以在许多生意上获得与创办人同等的利益了。	4
在你看来，停车时把汽车的保险杆部分突出在人行道上似乎是微不足道的，但就法制观念而言，这仍旧是一种犯法的行为。	6
任性的具有或以任性为特征的，通常与为了满足某人自己的冲动或癖好所期待、盼望或要求的完全相反	6
他用煤气炉做饭。	6
中国人用筷子吃饭。	2
他能准确流利地说英语。	2
美国和前苏联都是条约的签署国.	7
现在五点差一刻。	2
你这本词典看来有点儿太旧了.	3
他一句中文都不会说。	2
她的导师说她进步很大.	3
他的头发带一点姜黄色.	7
他稍微会一点儿日语.	5
他用香皂洗手。	7
打完电话后，请把听筒放回原位。	7
我每晚洗澡.	3
做个消防队员有时候会有危险。	3
没有谁愿意惹麻烦。	7
被告说他受人陷害了.	6
蛋黄是鸡蛋中的黄色部分.	2
爷爷，你装个妖怪！	7
她说的斯瓦希里语非常流利.	7
我在旅行期间舆同学们保持联系。	7
有传闻说主管已经辞职了.	5
他按键招呼电梯。	5
关于那篇文章，报社收到了大量来信和接到了大量的电话。	3
有人从背后向我猛然一击，我重重地倒了下去。	6
这些宏伟的宫殿给外宾们留下了深刻的印象。	7
有些诗人，如济慈和雪莱，写的是浪漫主义的诗歌。	7
我受尽挫折，怒火冲天时，禁不住想找谁发一顿脾气。	7
他从初级职员做起，最终成了这家公司的董事。	7
你的母性本能远比你想像的强.	3
你弟弟小小的年龄竟高出你一大截，真令人恼火！	7
我薪水的大部分都用来付房租了.	6
他用皮带把那个孩子着实打了一顿。	3
